Open;High;Low;Close;Adj Close;Volume;Price Delta
281,445007;294,05899;281,445007;283,679993;283,679993;45717100;2,234986
283,627991;285,299988;280,51001;285,299988;285,299988;32108800;1,671997
285,181;296,212006;285,007996;293,787994;293,787994;46331800;8,606994
293,703003;306,330994;293,703003;304,618011;304,618011;50808100;10,915008
304,324005;318,170013;301,822998;313,855011;313,855011;64495900;9,531006
313,942993;334,169006;313,940002;328,015015;328,015015;78305000;14,072022
328,511993;332,777008;309,251007;314,165985;314,165985;48598100;-14,346008
315,005005;327,471985;311,881012;325,431;325,431;37001100;10,425995
325,941986;365,359985;323,209015;361,188995;361,188995;101918000;35,247009
361,872986;417,899994;357,647003;403,416992;403,416992;206162000;41,544006
403,664001;495,562012;380,548004;411,562988;411,562988;263900000;7,898987
408,076996;447,561005;374,580994;386,354004;386,354004;151824992;-21,722992
388,046997;395,835999;354,024994;374,470001;374,470001;122687000;-13,576996
374,269012;390,585999;372,433014;386,481995;386,481995;56625100;12,212983
384,278015;389,894989;368,700012;373,368011;373,368011;51817600;-10,910004
374,324005;385,278015;362,894989;380,256989;380,256989;68224400;5,932984
379,984009;381,386993;329,108002;336,819;336,819;95797904;-43,165009
339,820007;340,584991;300,997009;311,084015;311,084015;107070000;-28,735992
314,07901;345,080994;313,355988;338,152008;338,152008;78477800;24,072998
338,497986;340,914001;326,075012;336,752991;336,752991;52003000;-1,744995
336,623993;338,181;329,970001;332,906006;332,906006;38612000;-3,717987
333,050995;334,661987;317,48999;320,165985;320,165985;44213100;-12,88501
319,734985;331,626007;315,904999;330,751007;330,751007;47980100;11,016022
330,362;338,350006;329,614014;335,093994;335,093994;51001600;4,731994
334,592987;336,531006;330,640015;334,589996;334,589996;43783800;-0,002991
334,678986;335,334015;325,27301;326,148987;326,148987;45011100;-8,529999
326,411011;326,472992;312,21701;322,022003;322,022003;53152900;-4,389008
322,09201;328,158997;319,595001;326,927002;326,927002;28200500;4,834992
326,975006;327,01001;321,259003;324,536011;324,536011;23439400;-2,438995
324,350006;325,118011;321,290009;323,04599;323,04599;27478900;-1,304016
323,014008;323,058014;318,118011;320,04599;320,04599;29362600;-2,968018
320,045013;329,134003;316,769989;328,205994;328,205994;41666900;8,160981
328,303009;366,756989;328,229004;352,68399;352,68399;106105000;24,380981
351,860992;363,588989;347,869995;358,041992;358,041992;55179100;6,181
357,140991;359,536011;352,171997;357,381012;357,381012;36816600;0,240021
357,471985;371,938995;355,665985;371,294006;371,294006;40409300;13,822021
371,437012;382,363007;370,382996;377,321014;377,321014;71701600;5,884002
377,414001;378,931;356,562988;362,488007;362,488007;60452200;-14,925994
361,845001;362,231995;349,464996;359,187012;359,187012;54160500;-2,657989
359,330994;370,274994;357,411987;361,04599;361,04599;50714900;1,714996
361,261993;363,515991;355,756989;363,183014;363,183014;35784100;1,921021
363,721008;389,785004;363,229004;388,949005;388,949005;66282200;25,227997
389,554993;402,80899;387,088989;388,78299;388,78299;77762000;-0,772003
389,977997;399,968994;385,411011;395,536011;395,536011;63455800;5,558014
395,753998;415,562988;389,950012;415,562988;415,562988;57801400;19,80899
414,44101;423,119995;406,290985;417,562988;417,562988;90917200;3,121978
417,988007;419,509003;411,548004;415,479004;415,479004;52138900;-2,509003
415,281006;451,937988;415,281006;451,937988;451,937988;110944000;36,656982
452,334991;469,102997;410,740997;434,997009;434,997009;131969000;-17,337982
431,660004;441,679993;426,268005;433,755005;433,755005;55050600;2,095001
433,272003;447,141998;430,455994;444,182007;444,182007;130496000;10,910004
443,877991;465,321014;443,877991;465,321014;465,321014;83121104;21,443023
465,208008;465,208008;443,851013;454,93399;454,93399;107944000;-10,274018
454,777008;457,859985;448,858002;456,078003;456,078003;47978400;1,300995
455,846985;465,177002;454,940002;463,615997;463,615997;60220100;7,769012
463,552002;465,580994;456,765015;462,321991;462,321991;47892700;-1,230011
462,234009;462,644989;434,338013;442,684998;442,684998;75409400;-19,549011
442,838013;444,729004;427,312012;438,639008;438,639008;77639696;-4,199005
437,436005;443,687988;435,515991;436,571991;436,571991;50840400;-0,864014
436,720001;444,528992;436,618988;442,401001;442,401001;47161400;5,681
443,091003;458,455994;443,076996;454,984985;454,984985;57157200;11,893982
454,855011;458,304993;452,075012;455,653015;455,653015;39078500;0,798004
455,756012;457,489014;405,76001;417,273987;417,273987;116166000;-38,482025
416,514008;424,006989;408,882996;422,822998;422,822998;53591200;6,30899
423,342987;429,769012;418,480988;422,278992;422,278992;49638600;-1,063995
422,097992;432,983002;420,627014;432,983002;432,983002;51596500;10,88501
433,299988;434,386993;422,084015;426,619995;426,619995;46889400;-6,679993
